ARRPFCU1187FB5402E,OlaSpr,3.025049822986866
AR4BSBD1187B9ACD3A,OlaSpr,4.546411328715074
AR93K7R1187B9AC92A,OlaSpr,3.4888115896708793
ARANOZN1187B9B373E,OlaSpr,3.0973546748795493
AR966X21187B9AC463,OlaSpr,3.925583449967603
ARP72BU1187B99CD9A,JeanieFre,4.808158832013393
ARFPVJN11F50C482EC,JeanieFre,3.4221104746026434
ARKYI5T1187B99334F,JeanieFre,3.1364360335475157
ARKU3Z61187FB51DCA,JeanieFre,4.847543554691018
ARZ33PH1187FB52F58,JeanieFre,4.645194365320973
ARW63KF1187B98AC48,HoseaBob,3.3518672469619517
ARKJVHY11E2835E76B,HoseaBob,3.986326495341106
AR0S7TA1187FB4D024,HoseaBob,3.80972163059203
ARXPPEY1187FB51DF4,HoseaBob,3.4115361366190977
ARIT9Y51187FB364AE,HoseaBob,4.757552028770925
AR1072G1187FB5B351,RimaMah,3.5909929337644835
ARA8O8L1187B9AD61D,RimaMah,3.5028177553233455
ARIZLHQ1187B9A18C4,RimaMah,3.2643446962403875
ARO3PIY1187B989933,RimaMah,3.8467823819884863
ARF1E421187B9AF8C4,RimaMah,3.058417696186793
ARC0MTS1187FB44C21,MalkaMca,3.928353315299846
ARZ2DHF1187FB3F2EA,MalkaMca,4.020670275896342
ARNLO5S1187B9B80CC,MalkaMca,3.9248641690500037
AREE69X1187FB438D6,MalkaMca,4.888752333907155
AR7ZI7Z1187B98BF55,MalkaMca,4.645017156541746
ARYYCVC1187B9A8510,MeliaHan,3.5116454908716435
AR6137D1187B9A39C8,MeliaHan,3.7483311959820775
ARN5W1B1187B98BE10,MeliaHan,4.077084790483475
AR6OPE31187B9B9CB7,MeliaHan,3.6213153059874337
AR1BZED1187FB4CDEE,MeliaHan,3.599083115987118
ARNLO5S1187B9B80CC,RichelleSar,3.8167374933803995
ARS7E2E1187FB361BC,RichelleSar,4.222532156367653
ARZEHMQ1187B9950C0,RichelleSar,4.904223502216651
ARXP7MQ1187FB3AC5F,RichelleSar,4.367560321567851
ARQWHQV122988FCC57,RichelleSar,4.344196154111355
ARRDRI71187FB46EAA,MignonNar,3.3263877923586724
AR7BMMV1187FB5B2D7,MignonNar,3.294029906252926
ARGE4J31187B9B41EE,MignonNar,4.495340117846007
AREHMUC1187B98B91B,MignonNar,3.9546118373221866
ARUP17W1187B98CAB9,MignonNar,3.953049367183386
ARIT9Y51187FB364AE,KristeenMut,3.3767792382163586
ARN03F71187FB4E3F4,KristeenMut,4.97681947553333
ARFUSID1241B9C9462,KristeenMut,3.1454650788515393
ARDINVM1187B98A6C1,KristeenMut,4.854361782800275
ARCZ20M1187FB49687,KristeenMut,4.539237221477445
AR8KUS11187B98C991,NatalyaBre,3.0963144957375364
ARGAJDQ11F50C4EDDF,NatalyaBre,3.0464794060653526
AR6IJ6U1187B99FC7C,NatalyaBre,3.1865527581183994
ARK9TRQ1187B99C095,NatalyaBre,3.1292390122326093
ARDVZTE1187FB5A0A1,NatalyaBre,3.90579454760526
ARDCQM61187B9951CE,VioletteCou,3.8539629893490037
AR20CFC1187B98A25D,VioletteCou,3.6759429902218383
ARVNGA71187FB3C107,VioletteCou,4.145774510200301
AR4CL6I11C8A4158B4,VioletteCou,4.677759098494532
ARQXJW51187B9AEE27,VioletteCou,4.534181841547175
AR1SQSG1187B9AC782,AbramMcc,4.212672851985982
ARJMGMP124BAE72D46,AbramMcc,4.419432939141967
ARIPLUN1187B99B9F9,AbramMcc,3.181871276666021
ARLZ2LD1187B9B17FD,AbramMcc,4.592058813448924
ARK9TRQ1187B99C095,AbramMcc,4.609959996538397
ARRM70G1187B9A7F64,SheryllHan,4.982329320865661
ARRX4FO1187FB58DD6,SheryllHan,4.4345786085187875
ARA1UU51187FB5A70B,SheryllHan,3.8176147169876744
ARDNS031187B9924F0,SheryllHan,4.911690799503774
AR3JMC51187B9AE49D,SheryllHan,4.800416798911206
ARIGY9P1187B9B6428,JettaBru,4.755863172405661
ARASYMJ1187B9ACAF2,JettaBru,3.774423222579128
AR9RTS51187B996CC8,JettaBru,3.7332940779631354
ARZ507V1187FB4425E,JettaBru,4.776984679166461
ARNCOPS1187FB5A086,JettaBru,4.570645305935992
AR27XEH1187FB4EC83,AnglaDan,4.7902611147606216
ARPTC8L119B340323E,AnglaDan,4.029335342575844
AR32ETX1187B9A792F,AnglaDan,3.9218880709212662
AREOGMA1187B9908EF,AnglaDan,3.850950484213259
AROCP781187B98E2A3,AnglaDan,4.275797042124883
ART8F8O1187B9A538D,TrinhLan,4.302287563258338
AROIIF91187FB4F2D5,TrinhLan,3.528023950494382
AR87K371187FB5AA8E,TrinhLan,3.2191753796349367
ARJB9TE1187FB3A9F8,TrinhLan,4.974410401407978
ARRSIQ11187B98F216,TrinhLan,4.77609078760058
