TRAAAAW128F429D538,677027
TRAAABD128F429CF47,677036
TRAAADZ128F9348C2E,677029
TRAAAEF128F4273421,677036
TRAAAFD128F92F423A,677036
TRAAAMQ128F1460CD3,677027
TRAAARJ128F9320760,677036
TRAAAVG12903CFA543,677038
TRAAAVO128F93133D4,677036
TRAABDL12903CAABBA,676990
TRAABJV128F1460C49,677036
TRAABLR128F423B7E3,677036
TRAABNV128F425CEE1,677035
TRAABVM128F92CA9DC,677036
TRAABYW128F4244559,677025
TRAACER128F4290F96,677036
TRAACHN128F1489601,677036
TRAACIW12903CC0F6D,677038
TRAACLV128F427E123,676666
TRAACNS128F14A2DF5,677022
TRAACOW128F933E35F,677032
TRAACPE128F421C1B9,677032
TRAACQT128F9331780,677036
TRAACSL128F93462F4,677036
TRAACTB12903CAAF15,677031
TRAACVS128E078BE39,677027
TRAACZK128F4243829,676988
TRAADEV128F9348C0A,677003
TRAADLH12903CA70EE,677036
TRAADLN128F14832E9,677036
TRAADLX128F1469250,677025
TRAADMH128F9343E59,677036
TRAADNA128F9331246,677036
TRAADOF12903CAA1C1,677036
TRAADQX128F422B4CF,677038
TRAADVH128EF34DE7A,677036
TRAADYB128F92D7E73,677022
TRAADYI128E078FB38,677027
TRAAEAM128F934B199,677036
TRAAEEH128E0795DFE,676993
TRAAELO128F9302DD1,677038
TRAAEMJ128F425A917,676986
TRAAENC128F1451DE9,677036
TRAAENP128F147BF32,677036
TRAAEOU128F9309DE0,677035
TRAAERU128F930674F,676970
TRAAEWG128F930B3A4,677036
TRAAFJW128F428A424,677036
TRAAFMS128F933AB23,677029
TRAAFON128F42926FB,677003
TRAAFRU128F9339158,676988
TRAAFYL128E07856A7,677036
TRAAGCZ128F93210FD,676986
TRAAGEC128E079252C,677038
TRAAGGE128F9325E2C,677036
TRAAGJV128F1464090,676986
TRAAGKF128F932D5A2,677036
TRAAGNL128F4299BF1,677031
TRAAGOH128F42593CE,677031
TRAAGPF12903CE027E,677031
TRAAGPH128F4273C8D,676986
TRAAGPJ128F428CD1B,677036
TRAAGVF128E0789785,677036
TRAAGVM128E0784D95,677036
TRAAGXN128F92DE52C,677036
TRAAGZU128EF360F47,677029
TRAAHEG128E07861C3,677027
TRAAHEQ128F93057B4,677022
TRAAHJX128F9312B83,677022
TRAAHKE128F421389B,677036
TRAAHMO128F92DE7C9,676986
TRAAHPZ12903CB4643,677036
TRAAHRF128F92FE234,676962
TRAAHVY128F92E25D6,677022
TRAAHXN128F9326097,676988
