TRAAAJG128F9308A25,448551
TRAAAAK128F9318786,497103
TRAAAAV128F421A322,226813
TRAAAAW128F429D538,300848
TRAAAAY128F42A73F0,120502
TRAAABD128F429CF47,300822
TRAAACN128F9355673,563858
TRAAACV128F423E09E,136767
TRAAADJ128F4287B47,244077
TRAAADT12903CCC339,809034
TRAAADZ128F9348C2E,514953
TRAAAEA128F935A30D,565606
TRAAAED128E0783FAB,1840
TRAAAEF128F4273421,287650
TRAAAEM128F93347B9,464727
TRAAAEW128F42930C0,109081
TRAAAFD128F92F423A,611336
TRAAAFI12903CE4F0E,596752
TRAAAFP128F931B4E3,498081
TRAAAFW128F42A4CFD,118959
TRAAAGF12903CEC202,732470
TRAAAGR128F425B14B,279219
TRAAAGW12903CC1049,715527
TRAAAHD128F42635A5,282218
TRAAAHE12903C9669C,568164
TRAAAHJ128F931194C,351104
TRAAAHO128F423BBE3,135335
TRAAAHZ128E0799171,18781
TRAAAIC128F14A5138,60463
TRAAAIR128F1480971,41248
TRAAAJN128F428E437,105980
TRAAAJO12903CAAC69,663688
TRAAAKO128F426441E,152405
TRAAAMG128F9318C5E,455060
TRAAAMO128F1481E7F,41838
TRAAAMQ128F1460CD3,25824
TRAAAND12903CD1F1B,589951
TRAAANK128F428B515,166134
TRAAAOF128F429C156,114398
TRAAAPK128E0786D96,8876
TRAAAQN128F9353BA0,519780
TRAAAQO12903CD8E1C,769520
TRAAARJ128F9320760,358182
TRAAAUC128F428716F,164041
TRAAAUR128F428B1FA,104925
TRAAAVG12903CFA543,692313
TRAAAVH128F42554C6,276907
TRAAAVL128F93028BC,343513
TRAAAVO128F93133D4,539081
TRAAAYL128F4271A5B,260251
TRAAAYX128F4263BC0,87659
TRAAAZF12903CCCF6B,763937
TRAAAZU128F4226F7A,123820
TRAABPO128F9312A56,405450
TRAABAH128F423B788,242489
TRAABBY128F930C3B5,492427
TRAABCL128F4286650,163874
TRAABDL12903CAABBA,575792
TRAABEV12903CC53A4,673477
TRAABFH128F92C812E,314690
TRAABFT128F931150E,405243
TRAABGR12903CDC8A9,594001
TRAABGU12903CC8DCF,586915
TRAABHB12903CAFC2F,754681
TRAABHC128F933A3F8,370747
TRAABHO12903D08576,743409
TRAABHP128F427AEC8,259830
TRAABIG128F9356C56,564385
TRAABIL128F92C1D88,312073
TRAABIX128F92D6F94,427141
TRAABJL12903CDCF1A,815863
TRAABJS128F9325C99,458909
TRAABJV128F1460C49,25811
TRAABKD128F4271D64,287218
TRAABKD128F9302CE9,617034
TRAABKM12903D0ECBC,700169
TRAABLR128F423B7E3,135122
TRAABNV128F425CEE1,149958
TRAABOA128F933684A,420102
TRAABOG128F42955B1,110294
TRAABOW128F42418FB,191693
TRAABOZ128F930A400,491551
TRAABPG128F14774DD,36158
TRAABPK128F424CFDB,142874
TRAABPQ128F428F0B0,133727
TRAABRB128F9306DD5,535188
TRAABRU12903D06D56,608529
TRAABRX12903CC4816,762304
TRAABTB128F146BF24,29865
TRAABTZ128F4278C48,289380
TRAABUQ128F92ECD79,479554
TRAABVM128F14970CA,54389
TRAABVM128F424345F,270215
TRAABVM128F92CA9DC,372309
TRAABVY128F92FF569,615426
TRAABWE128F93418C0,556981
TRAABWH128F427ABE8,214182
TRAABWX128F1464374,26970
TRAABWZ12903CCDE85,765641
TRAABXA128F9326351,546738
TRAABXE128F932BE5E,416314
TRAABXG128F9318EBD,541101
TRAABXG12903D0E75C,790357
TRAABXH128F42955D6,110308
TRAABYL128F9340AAD,512534
TRAABYN12903CFD305,605134
TRAABYW128F4244559,239740
TRAACLP128F9314378,495603
TRAACAS128F4216F17,227204
TRAACBA12903CFA373,782967
TRAACBC128F423CA8E,188155
TRAACBV128F93354B6,368061
TRAACCD128F422CDA8,180055
TRAACCG128F92E8A55,386995
TRAACDG128F4253119,198497
TRAACDS128F9337646,553375
TRAACEI128F930C60E,492511
TRAACER128F4290F96,223365
TRAACEU128F92C3B82,313003
TRAACFV128F935E50B,652784
TRAACGJ128F9333231,367149
TRAACGR128F4248298,194317
TRAACGR128F4259E3E,200891
TRAACGS128F4248480,251242
TRAACHN128F1489601,45730
TRAACIC128F427BFD7,152951
TRAACIE128F428495B,292656
TRAACIG12903CCA9E0,808458
TRAACIR128F42963AC,110886
TRAACIW12903CC0F6D,672016
TRAACJC128F934ABB5,559837
TRAACJD128E078926C,10882
TRAACJY128F4230037,236452
TRAACKD128F422DFB3,127533
TRAACKI128F427F03B,216797
TRAACKM12903CE5BE9,774959
TRAACLF128F1461E73,26137
TRAACLG128F4276511,288753
TRAACLU12903CBD64D,714292
TRAACLV128F427E123,160881
TRAACMJ128F930C704,346778
TRAACNS128F14A2DF5,59744
TRAACOE128F9352355,648285
TRAACOW128F933E35F,373723
TRAACPD128F931C3E7,455970
TRAACPE128F421C1B9,228326
TRAACPH12903CF5F14,602529
TRAACQC12903CB4C07,579776
TRAACQE12903CC706C,673706
TRAACQT128F9331780,463514
TRAACQW128F428854F,219827
TRAACRY12903CAF2C2,577255
TRAACSL128F93462F4,643400
TRAACTB12903CAAF15,663761
TRAACTW128F92C4F15,313443
TRAACUI128EF367904,85736
TRAACUP128E0789C69,11469
TRAACVS128E078BE39,12882
TRAACVZ128F934A6F6,559727
TRAACWF12903CA0AD7,748893
TRAACXF128F427D6C2,266947
TRAACZK128F4243829,270281
TRAACZN128F93236B1,458180
TRAACZR12903CDD291,681607
TRAACZX12903CE40E3,774362
TRAADLN128F14832E9,42595
TRAADRQ12903CA5359,573677
TRAADAA128F92F7043,483539
TRAADAD128F9336553,420040
TRAADAV128F4271E53,265879
TRAADBN128F932D00A,364503
TRAADCQ128F932EC14,550372
TRAADCQ128F93436C3,512144
TRAADDK12903D16787,793346
TRAADDS128F425C68B,244586
TRAADEB128F9335868,552653
TRAADEC128F933B813,467539
TRAADED128F42741FD,157648
TRAADEG128F93283E0,459947
TRAADEV128F9348C0A,644631
TRAADFO128F92E1E91,431747
TRAADHC128F4227F6B,124236
TRAADHS128F932C5ED,364305
TRAADHS12903CE70A9,730551
TRAADIM128F92F9DC3,530638
TRAADIN128F931D672,542979
TRAADIV12903CB15C1,709879
TRAADJS12903CFA98D,783148
TRAADJU128F92F58E1,611800
TRAADKA12903CD2511,767231
TRAADKW128E079503A,16643
TRAADKZ128F149BDFF,56683
TRAADLH12903CA70EE,706005
TRAADLR12903CF8D7E,782470
TRAADLX128F1469250,28723
TRAADMH128F9343E59,557761
TRAADMZ128F422F2F8,128132
TRAADNA128F9331246,417945
TRAADNL128F14519DF,19478
TRAADNN128F42B1D94,259681
TRAADNR12903CE30CB,773839
TRAADOF12903CAA1C1,575531
TRAADQC128F42459AD,247309
TRAADQC128F92EAEC7,435816
TRAADQL128F427D281,216104
TRAADQV128F930F792,493614
TRAADQW128F427CE68,216017
TRAADQX128F422B4CF,234425
TRAADRN128F932D607,505301
TRAADRR128F92F456F,657144
TRAADRX12903D0EFE8,790541
TRAADSA128F92EE599,436918
TRAADSH128F425C38D,202037
TRAADSV128F42BC36A,310659
TRAADTV128F92EB880,436037
TRAADUU128E0791BF5,15401
TRAADUW128F931EF47,543583
TRAADVH128EF34DE7A,74655
TRAADVO128E07999E9,19266
TRAADXK12903CFAE92,692531
TRAADXP128F931D860,410269
TRAADXQ128F92FEEAE,486693
TRAADYA128F92DFD1A,430874
